Age,Gender,Weight (kg),Height (m),Max_BPM,Avg_BPM,Resting_BPM,Session_Duration (hours),Calories_Burned,Fat_Percentage,Water_Intake (liters),Workout_Frequency (days/week),Experience_Level,BMI,Daily meals frequency,Physical exercise,Carbs,Proteins,Fats,Calories,sugar_g,sodium_mg,cholesterol_mg,serving_size_g,Sets,Reps,BMI_calc,cal_from_macros,pct_carbs,protein_per_kg,pct_HRR,pct_maxHR,cal_balance,lean_mass_kg,Workout_Type_Cardio,Workout_Type_HIIT,Workout_Type_Strength,Workout_Type_Yoga,Difficulty Level_Advanced,Difficulty Level_Beginner,Difficulty Level_Intermediate
44.1,0,89.6,1.99,192.1,135.01,58.1,1.4,1848.0,23.09052321392091,2.02,4.0,2.0,22.63,2.99,1.04,321.28,128.81,85.61,2601.0,7.3,2434.23,249.77,96.89,4.99,14.99,22.62569127042246,2570.85,0.4998813621953828,1.4376116071428573,0.5739552238805969,0.7028110359187922,753.0,68.91089120032686,0,1,0,0,1,0,0
18.06,1,58.56,1.61,174.64,150.33,70.81,1.9,2226.42,24.496921662616764,2.72,3.99,3.02,22.59,2.99,0.03,231.25,92.48,61.37,1549.0,30.58,276.74,266.46,269.54,4.99,24.98,22.591720998418268,1847.25,0.5007443497090269,1.5792349726775956,0.7658672830588464,0.8607993586807148,-677.4200000000001,44.214602674371626,0,0,1,0,1,0,0
57.07,0,76.9,1.86,173.05,140.94,55.07,1.15,827.31,29.439410708808744,2.8,3.99,1.99,22.23,1.98,-0.0,207.11,82.81,55.52,1981.0,4.58,365.77,281.74,161.5,3.99,16.01,22.22800323736848,1659.36,0.4992527239417607,1.076853055916775,0.7278352263095439,0.8144466917075989,1153.69,54.26109316492608,0,0,0,1,0,1,0
49.66,1,52.57,1.84,195.03,124.28,51.7,1.38,1324.8,14.84197561792194,3.1,4.0,2.0,15.53,3.0,-0.02,169.5,68.42,45.57,1497.0,41.73,2315.93,148.84,212.06,5.01,16.02,15.527528355387522,1361.81,0.4978668096136759,1.3015027582271257,0.5063838693923115,0.6372352971337742,172.20000000000005,44.76757341765843,1,0,0,0,0,1,0
31.63,1,126.53,1.83,197.68,146.15,61.92,1.1,790.68,35.0,2.09,2.99,1.98,37.78,3.0,0.02,304.8,122.78,81.51,3255.0,44.74,86.45,181.63,284.83,5.0,18.06,37.7825554659739,2443.9100000000003,0.498872708078448,0.9703627598198056,0.6204331172657632,0.7393261837312829,2464.32,82.2445,0,0,0,1,0,1,0
41.8,1,59.72,1.74,194.24,141.17,51.86,1.78,2545.4,19.446703083030147,2.7,5.01,3.0,19.73,3.01,-0.03,202.57,80.05,53.22,1741.0,35.39,2121.96,204.6,433.04,5.01,15.88,19.72519487382745,1609.46,0.5034483615622631,1.3404219691895511,0.6272650653181626,0.7267813014827017,-804.4000000000001,48.1064289188144,0,1,0,0,0,1,0
37.51,1,76.59,1.82,191.56,121.3,49.83,1.49,1072.8,22.57558193854224,2.8,3.98,2.0,23.12,3.02,-0.02,188.66,76.42,50.28,1950.0,2.81,2413.37,111.51,329.67,3.98,19.04,23.122207462866804,1512.84,0.4988234049866476,0.9977803890847368,0.5042686798842869,0.633221967007726,877.2,59.299361793270506,0,0,0,1,0,1,0
39.98,1,79.99,1.76,167.75,166.6,74.26,1.63,1902.7,28.830453231342897,3.5,5.01,2.97,25.82,3.01,0.01,235.62,94.49,62.77,2030.0,27.18,1259.35,186.37,484.4,5.03,21.92,25.82321797520661,1885.37,0.4998912680269655,1.1812726590823852,0.9876992191678252,0.9931445603576752,127.29999999999995,56.92852046024881,0,0,1,0,0,1,0
25.49,0,127.55,1.73,167.12,159.98,62.04,1.33,1607.84,35.0,2.91,3.02,1.0,42.62,2.99,-0.01,296.66,117.99,78.86,3313.0,4.0,2351.97,119.73,379.38,2.99,10.07,42.61752814995489,2368.34,0.5010429245800856,0.9250490003920032,0.932051770079939,0.9572762087123023,1705.16,82.9075,0,1,0,0,0,1,0
58.24,0,56.96,1.7,170.09,121.89,57.07,0.74,895.4,23.5650452462822,2.7,1.99,1.0,19.71,3.0,-0.01,205.31,83.24,55.37,1390.0,8.38,1490.43,270.33,284.74,4.99,16.02,19.70934256055364,1652.53,0.4969592080022753,1.461376404494382,0.5735268094142628,0.7166206126168498,494.6,43.53735022771766,0,1,0,0,1,0,0
48.18,0,56.53,1.51,184.75,125.44,52.26,1.37,1311.91,28.50765309226645,2.11,3.97,1.97,24.79,3.0,0.01,215.24,85.55,57.33,1489.0,35.32,1707.76,53.01,130.6,5.02,23.09,24.79277224683128,1719.13,0.5008114569578799,1.513355740314877,0.5523435730998566,0.6789715832205683,177.08999999999992,40.414623706941775,1,0,0,0,0,0,1
27.19,1,88.2,1.98,161.8,152.85,52.99,1.8,2577.96,21.047071801739808,3.5,4.01,3.02,22.5,2.02,1.0,296.47,118.19,79.21,2531.0,19.02,345.67,219.13,116.63,4.0,23.96,22.497704315886136,2371.53,0.5000484919018524,1.340022675736961,0.9177465306497564,0.9446847960444992,-46.96000000000004,69.63648267086549,0,1,0,0,1,0,0
40.14,1,51.72,1.61,198.12,128.23,70.18,0.86,566.57,23.71315012526436,3.32,1.99,1.0,19.95,1.99,-0.02,217.46,86.75,57.22,1325.0,27.11,1959.49,37.92,145.4,3.99,23.0,19.952933914586627,1731.8200000000002,0.5022692889561271,1.6773008507347256,0.4537283101453805,0.6472339995962042,758.43,39.45555875521328,0,0,0,1,0,0,1
41.1,0,77.05,1.79,171.94,132.06,56.07,1.4,1849.54,25.765634036189088,2.0,4.0,2.01,24.05,2.99,0.02,291.2,115.86,77.53,2334.0,22.78,790.39,88.06,392.68,4.0,22.02,24.047314378452608,2326.01,0.5007717077742572,1.5036988968202467,0.6558211789073962,0.7680586251017797,484.46,57.19757897511631,0,1,0,0,1,0,0
52.36,0,51.93,1.67,169.0,124.55,51.78,1.5,1818.3,22.0592370284323,1.51,1.97,1.02,18.62,3.01,0.01,282.27,112.63,74.94,1353.0,29.84,1419.55,134.3,177.23,4.98,18.0,18.620244540858405,2254.06,0.5009094700229807,2.1688811862122086,0.6207984985497356,0.73698224852071,-465.3,40.47463821113511,0,1,0,0,0,0,1
36.02,0,109.87,1.77,191.11,156.06,73.76,1.19,786.11,33.42563807603815,3.42,1.99,1.01,35.07,3.0,0.01,306.41,122.15,82.17,2728.0,46.88,2000.77,252.88,161.17,4.0,22.99,35.069743687956844,2453.7700000000004,0.4994926174824861,1.1117684536270138,0.7013208351086493,0.8165977709172727,1941.89,73.14525144585689,0,0,0,1,0,0,1
33.07,1,102.83,1.75,185.94,140.25,52.91,1.4,1003.8,29.93347627236046,2.21,3.0,1.95,33.58,3.0,-0.01,288.65,115.2,76.75,2657.0,3.45,459.13,251.52,332.16,4.03,21.02,33.57714285714286,2306.15,0.5006612752856493,1.12029563356997,0.6565436367736601,0.7542755727654082,1653.2,72.04940634913174,0,0,0,1,0,1,0
37.35,0,88.65,1.79,182.36,137.78,67.81,1.74,2490.11,29.59749049937583,3.47,5.04,3.01,27.67,3.01,4.0,428.87,171.53,113.84,2621.0,42.99,891.54,16.44,309.1,3.99,21.86,27.66767579039356,3426.16,0.5007004926798515,1.9349125775521716,0.6108249672632038,0.7555384952840535,130.88999999999987,62.411824672303325,0,1,0,0,0,1,0
21.24,0,80.78,1.9,193.85,137.76,55.01,1.8,2575.98,22.6918319466272,3.5,4.01,3.01,22.38,3.01,-0.01,162.37,63.98,42.89,2174.0,38.15,926.5,217.13,211.58,5.01,17.95,22.37673130193906,1291.41,0.5029231615056412,0.7920277296360485,0.5960097954479977,0.710652566417333,-401.98,62.44953815351455,0,1,0,0,0,1,0
25.76,0,70.53,1.5,182.39,142.14,53.94,1.15,1011.08,30.919318997894145,2.6,1.97,1.0,31.35,3.0,-0.04,217.65,85.89,58.01,1839.0,4.67,2179.93,116.05,240.22,5.01,21.05,31.346666666666668,1736.25,0.5014254859611231,1.2177796682262867,0.6866485013623977,0.7793190416141236,827.92,48.72260431078526,1,0,0,0,0,0,1
40.09,1,54.73,1.61,183.75,157.78,64.12,1.55,1209.0,22.609754391390187,2.71,3.98,3.0,21.11,2.0,0.02,274.39,109.75,73.35,1549.0,31.52,1792.05,43.21,315.25,4.99,18.01,21.11415454650669,2196.71,0.4996380951513854,2.005298739265485,0.7829139847864248,0.8586666666666667,340.0,42.35568142159215,0,0,0,1,0,1,0
32.59,1,52.75,1.66,190.86,128.92,71.91,1.26,1248.53,23.56556909365815,2.49,2.96,1.01,19.14,3.01,0.0,247.09,98.22,66.16,1446.0,2.48,107.0,201.6,143.15,4.0,24.13,19.142836405864426,1976.68,0.5000101179755955,1.8619905213270145,0.4792770071458594,0.6754689301058366,197.47000000000003,40.319162303095325,0,0,1,0,1,0,0
52.62,0,84.36,1.76,164.87,137.25,69.2,1.68,1308.38,26.90164503779492,3.5,5.01,2.98,27.23,1.99,0.02,251.88,100.12,66.98,2285.0,8.63,1561.45,81.35,146.05,4.01,22.96,27.233987603305785,2010.82,0.5010493231616951,1.1868183973447133,0.7112992578655796,0.832474070479772,976.62,61.665772246116205,0,0,0,1,0,1,0
58.93,0,59.66,1.76,193.79,120.64,52.98,1.72,1787.42,21.52076364412733,2.7,5.0,2.99,19.26,3.03,0.01,201.78,80.95,53.99,1789.0,34.91,2130.37,126.94,450.97,5.01,14.96,19.260072314049587,1616.8300000000002,0.4991990499928873,1.356855514582635,0.4805056459058305,0.6225295422880438,1.5799999999999272,46.82071240991363,1,0,0,0,0,1,0
52.03,0,59.98,1.71,169.37,151.06,58.16,1.24,1499.04,21.92316157235524,2.02,2.97,1.0,20.51,2.04,-0.02,178.89,72.16,48.06,1648.0,28.52,1033.56,161.98,423.53,3.0,11.85,20.512294381177117,1436.74,0.49804418335955,1.2030676892297432,0.8353565326859095,0.8918934876306311,148.96000000000004,46.83048768890132,0,1,0,0,1,0,0
30.75,0,76.83,1.62,174.06,127.01,73.99,1.39,999.97,28.97544940228808,2.29,3.97,1.99,29.28,1.99,1.99,312.47,125.01,83.31,2268.0,42.56,1154.1,83.18,467.17,4.0,17.11,29.27526291723822,2499.71,0.5000100011601346,1.627098789535338,0.5298291196162687,0.7296909111800529,1268.03,54.56816222422206,0,0,0,1,1,0,0
29.01,1,58.43,1.61,197.67,121.65,72.05,1.2,1296.0,27.545948725226136,2.01,2.99,2.0,22.54,1.99,-0.01,220.02,87.44,58.56,1771.0,9.75,312.81,4.53,433.09,4.0,16.03,22.54156861232205,1756.88,0.5009334729748189,1.4964915283244908,0.3948415857347557,0.615419638791926,475.0,42.33490215985037,0,0,1,0,1,0,0
39.14,0,71.32,1.88,197.84,146.63,50.97,0.55,665.5,23.967493304534432,2.21,1.99,1.0,20.18,3.0,-0.0,256.52,101.44,67.94,1934.0,25.86,755.83,122.14,106.63,5.01,20.01,20.178813942960616,2043.3,0.502168061469192,1.4223219293325855,0.6513243004017157,0.7411544682571775,1268.5,54.226383775206045,0,1,0,0,1,0,0
39.08,1,55.58,1.71,183.69,147.75,59.11,1.96,2039.97,20.39435029298726,2.7,5.0,3.01,19.01,3.0,-0.02,202.77,81.81,54.86,1656.0,7.24,1222.64,185.13,439.22,4.0,15.15,19.00755788105742,1632.0600000000002,0.4969670232712032,1.471932349766103,0.7115106758709263,0.8043442756818553,-383.97,44.24482010715768,1,0,0,0,1,0,0
38.16,0,44.9,1.68,193.25,143.88,57.92,1.01,1092.62,20.66838612087244,2.42,2.98,2.02,15.91,3.0,0.02,282.8,113.61,75.84,1242.0,12.42,1212.06,4.43,343.83,3.98,17.95,15.908446712018142,2268.2000000000003,0.4987214531346441,2.530289532293987,0.6351880588191827,0.7445278137128072,149.3800000000001,35.61989463172827,0,0,1,0,0,1,0
26.29,0,59.21,1.51,181.25,128.96,71.25,1.69,2420.42,24.98062256347282,2.71,4.97,3.02,25.97,4.01,-0.02,180.13,72.39,48.72,1872.0,43.55,1533.61,81.34,126.35,4.98,19.97,25.968159291259155,1448.56,0.4974043187717457,1.222597534200304,0.5246363636363637,0.7115034482758621,-548.4200000000001,44.41897338016774,0,1,0,0,0,1,0
26.92,1,87.68,1.63,182.88,135.14,73.97,1.75,2052.22,29.90042295012659,3.5,4.99,3.03,33.0,4.01,3.99,410.38,163.87,109.15,2558.0,7.53,1514.17,99.7,108.68,3.99,23.18,33.00086567051828,3279.35,0.5005626114931313,1.8689552919708028,0.5616564135524744,0.7389545056867891,505.7800000000002,61.46330915732901,0,0,1,0,1,0,0
45.05,1,63.63,1.54,199.17,133.28,58.05,1.66,1727.73,29.042268221161752,2.71,3.99,3.01,26.83,2.98,0.02,223.1,89.45,59.04,1918.0,27.1,1515.19,280.84,424.7,4.0,25.0,26.82998819362456,1781.56,0.5009093154314197,1.4057834354864058,0.5330924036281179,0.6691770849023447,190.27,45.150404730874776,1,0,0,0,0,0,1
58.04,0,109.54,1.91,197.5,156.16,55.87,1.48,1065.6,30.72971438912612,2.22,3.02,2.0,30.03,3.01,-0.0,306.96,122.84,81.67,2956.0,15.4,109.15,31.29,392.99,4.98,15.91,30.026589183410547,2454.23,0.5002954083358121,1.1214168340332298,0.7081126879898326,0.7906835443037975,1890.4,75.87867085815125,0,0,0,1,1,0,0
56.29,0,125.88,1.86,196.94,129.1,63.86,1.0,960.8,35.0,2.2,3.04,2.01,36.39,2.99,0.0,298.21,120.07,79.45,3424.0,39.98,1286.81,251.92,312.73,4.0,15.05,36.38570933055844,2388.17,0.4994786803284523,0.953844931680966,0.4902314397354975,0.6555296029247486,2463.2,81.822,1,0,0,0,1,0,0
50.13,0,70.32,1.68,186.97,161.25,70.19,1.16,1147.36,29.252529769449342,2.51,1.98,1.0,24.91,3.0,0.02,298.86,119.65,80.16,1861.0,20.54,927.21,7.93,327.28,2.99,11.87,24.91496598639456,2395.48,0.4990398583999866,1.7015073947667807,0.7797568076725466,0.8624378242498797,713.6400000000001,49.74962106612322,0,0,1,0,0,0,1
56.77,1,85.56,1.69,189.23,132.57,50.08,1.77,1842.22,28.59816726529328,3.49,5.0,3.01,29.96,3.01,-0.02,200.87,80.59,53.75,2366.0,11.46,322.63,277.93,361.5,5.02,23.99,29.956934281012572,1609.59,0.4991830217633061,0.941912108461898,0.5928135106000719,0.7005760186017016,523.78,61.09140808781508,1,0,0,0,1,0,0
33.93,0,64.38,1.78,169.13,144.15,63.97,1.33,1438.79,22.68075382819338,1.79,4.02,2.02,20.32,2.98,0.0,211.62,84.99,57.28,1731.0,12.74,1487.92,167.3,488.42,3.99,23.06,20.31940411564196,1701.96,0.4973559895649721,1.320130475302889,0.7624572080639027,0.852302962218412,292.21000000000004,49.7781306854091,0,0,1,0,0,1,0
18.77,1,60.51,1.59,183.97,127.79,53.03,1.15,1012.92,27.30236727987143,2.21,2.04,1.01,23.93,1.99,-0.05,201.97,81.36,54.63,1615.0,37.38,1822.76,267.53,491.62,2.99,8.11,23.93497092678296,1624.99,0.4971599825229694,1.3445711452652451,0.5709485260424623,0.6946241234983965,602.08,43.98933755894979,1,0,0,0,1,0,0
28.33,0,69.13,1.58,181.99,134.58,49.9,1.49,1073.69,28.50902646757633,2.0,2.98,2.01,27.69,3.0,1.01,254.78,101.9,68.03,1995.0,2.95,1377.13,153.72,205.51,5.0,24.0,27.691876301874693,2038.99,0.4998160854148377,1.4740344278894837,0.6410780528427588,0.7394911808341118,921.31,49.42171000296448,0,0,0,1,0,1,0
31.96,1,97.49,1.96,188.46,137.25,49.93,1.36,1467.58,26.502290685568045,3.4,3.01,1.99,25.38,3.0,0.98,276.79,109.74,73.73,2502.0,12.48,158.78,216.12,401.47,5.01,18.99,25.3774468971262,2209.69,0.5010476582688069,1.1256539132218688,0.63033277990327,0.7282712511938872,1034.42,71.65291681063971,0,0,1,0,0,1,0
38.76,1,85.97,1.82,191.07,160.06,72.1,1.96,2807.11,28.148384968178657,3.5,5.03,3.02,25.95,3.0,3.0,250.06,99.54,66.37,2466.0,31.49,967.13,195.57,416.48,4.99,16.07,25.953991063881173,1995.73,0.5011900407369735,1.1578457601488892,0.7393460536269648,0.8377034594651175,-341.1100000000001,61.77083344285681,0,1,0,0,0,0,1
36.52,1,56.0,1.57,182.37,123.02,52.99,0.97,961.17,28.373558365381864,2.42,2.02,1.01,22.72,2.01,1.0,208.63,83.47,54.99,1433.0,20.37,2001.7,222.22,239.06,4.01,25.05,22.7189744005842,1663.3100000000002,0.501722469052672,1.4905357142857143,0.541273767197403,0.6745627021988265,471.83,40.11080731538616,0,0,1,0,1,0,0
52.85,1,47.69,1.76,163.96,149.27,74.17,1.06,1399.2,19.119865654275376,1.5,3.99,2.0,15.4,4.01,0.01,295.15,118.76,79.09,1410.0,30.5,1682.65,149.42,273.04,5.02,17.11,15.395790289256198,2367.45,0.4986800143614437,2.4902495282029777,0.8363960351932287,0.9104049768236157,10.799999999999956,38.57173606947608,0,1,0,0,0,1,0
